RecordID,ReportedModel,ModelVariantName,DateSet,SpeedKph,Sponsor,Description
9934,BD-700 Global Express,,1999-09-19,,III (Jet),"Speed: 922.92 kmh, 573.48 mph, 498.34 kts "
9935,BD-700 Global Express,,2002-04-26,,III (Jet),"Speed: 915.19 kmh, 568.67 mph, 494.16 kts "
9936,BD-700 Global Express,,2000-05-08,,III (Jet),"Speed: 887.05 kmh, 551.19 mph, 478.97 kts "
9937,BD-700 Global Express,,1997-06-12,,III (Jet),"Speed: 895.28 kmh, 556.3 mph, 483.41 kts "
9938,BD-700 Global Express,,2000-03-26,,III (Jet),"Speed: 884.02 kmh, 549.3 mph, 477.33 kts "
9939,BD-700 Global Express,,1999-05-09,,III (Jet),"Speed: 909.75 kmh, 565.29 mph, 491.23 kts "
9940,BD-700 Global Express,,2002-04-22,,III (Jet),"Speed: 751.16 kmh, 466.75 mph, 405.59 kts "
9941,BD-700 Global Express,,1999-05-05,,III (Jet),"Speed: 807.15 kmh, 501.54 mph, 435.83 kts "
9942,BD-700 Global Express,,1999-05-03,,III (Jet),"Speed: 846.66 kmh, 526.09 mph, 457.16 kts "
9943,BD-700 Global Express,,1999-05-14,,III (Jet),"Speed: 911.29 kmh, 566.25 mph, 492.06 kts "
9944,BD-700 Global Express,,2000-06-15,,III (Jet),"Speed: 748.78 kmh, 465.27 mph, 404.31 kts "
9945,BD-700 Global Express,,2002-09-29,,III (Jet),"Speed: 810.66 kmh, 503.72 mph, 437.72 kts "
9946,BD-700 Global Express,,2000-06-16,,III (Jet),"Speed: 890.84 kmh, 553.54 mph, 481.02 kts "
9947,Canadair Challenger 604,,2001-06-14,,III (Jet),"Speed: 707.23 kmh, 439.45 mph, 381.87 kts "
9948,Canadair Challenger 604,,1995-06-09,,III (Jet),"Speed: 778.86 kmh, 483.96 mph, 420.55 kts "
9949,Challenger 300,,2003-06-12,,III (Jet),"Speed: 911.74 kmh, 566.53 mph, 492.3 kts "
9950,Challenger 300,,2003-06-10,,III (Jet),"Speed: 752.92 kmh, 467.84 mph, 406.54 kts "
9951,650 Citation III,,1987-07-24,,III (Jet),"Speed: 769.18 kmh, 477.95 mph, 415.32 kts "
9952,Citation II/SP,,1987-12-21,,III (Jet),"Speed: 728.28 kmh, 452.53 mph, 393.24 kts "
9953,Citation II/SP,,1989-01-14,,III (Jet),"Speed: 708.48 kmh, 440.23 mph, 382.55 kts "
9954,Citation II/SP,,1989-01-22,,III (Jet),"Speed: 752.76 kmh, 467.74 mph, 406.46 kts "
9955,Citation V,,1996-04-21,,III (Jet),"Speed: 861.61 kmh, 535.38 mph, 465.23 kts "
9956,Citation V,,1996-04-21,,III (Jet),"Speed: 862.88 kmh, 536.17 mph, 465.92 kts "
9957,Citation V,,1996-04-21,,III (Jet),"Speed: 866.01 kmh, 538.11 mph, 467.61 kts "
9958,Citation V,,1996-04-21,,III (Jet),"Speed: 866.54 kmh, 538.44 mph, 467.89 kts "
9959,Citation V,,1996-04-21,,III (Jet),"Speed: 877.76 kmh, 545.41 mph, 473.95 kts "
9960,Citation V,,1996-04-21,,III (Jet),"Speed: 869.1 kmh, 540.03 mph, 469.28 kts "
9961,Citation X,,1997-09-13,,III (Jet),"Speed: 876.66 kmh, 544.73 mph, 473.36 kts "
9962,Concorde,,2000-03-02,,III (Jet),"Speed: 1122.5 kmh, 697.49 mph, 606.1 kts "
9963,Concorde,,2000-03-02,,III (Jet),"Speed: 1336.61 kmh, 830.53 mph, 721.71 kts "
9964,Concorde,,2003-10-08,,III (Jet),"Speed: 1689.47 kmh, 1049.79 mph, 912.24 kts "
9965,Concorde,,1996-02-07,,III (Jet),"Speed: 1920.07 kmh, 1193.08 mph, 1036.75 kts "
9966,Concorde,,1999-10-30,,III (Jet),"Speed: 1469.09 kmh, 912.85 mph, 793.25 kts "
9967,Concorde,,1999-11-11,,III (Jet),"Speed: 1172.05 kmh, 728.28 mph, 632.86 kts "
9968,Concorde,,1999-11-02,,III (Jet),"Speed: 1408.38 kmh, 875.13 mph, 760.46 kts "
9969,Concorde,,1993-01-02,,III (Jet),"Speed: 1228.73 kmh, 763.5 mph, 663.46 kts "
9970,Concorde,,1993-09-27,,III (Jet),"Speed: 1100.05 kmh, 683.54 mph, 593.98 kts "
9971,Concorde,,1999-01-14,,III (Jet),"Speed: 1316.38 kmh, 817.96 mph, 710.79 kts "
9972,Concorde,,1999-01-08,,III (Jet),"Speed: 1413.69 kmh, 878.43 mph, 763.33 kts "
9973,Concorde,,1999-01-20,,III (Jet),"Speed: 1642.54 kmh, 1020.63 mph, 886.9 kts "
9974,Concorde,,1999-01-11,,III (Jet),"Speed: 716.11 kmh, 444.97 mph, 386.67 kts "
9975,Concorde,,1999-10-27,,III (Jet),"Speed: 1237.75 kmh, 769.1 mph, 668.33 kts "
9976,Concorde,,1999-10-27,,III (Jet),"Speed: 1725.02 kmh, 1071.88 mph, 931.44 kts "
9977,Concorde,,1999-11-14,,III (Jet),"Speed: 1668.37 kmh, 1036.68 mph, 900.85 kts "
9978,Concorde,,1992-12-31,,III (Jet),"Speed: 846.98 kmh, 526.29 mph, 457.33 kts "
9979,Concorde,,2000-02-11,,III (Jet),"Speed: 1537.76 kmh, 955.52 mph, 830.32 kts "
9980,Concorde,,1999-11-04,,III (Jet),"Speed: 1481.35 kmh, 920.47 mph, 799.87 kts "
9981,Concorde,,1999-10-27,,III (Jet),"Speed: 1649.09 kmh, 1024.7 mph, 890.44 kts "
9982,Concorde,,1999-11-09,,III (Jet),"Speed: 1030.58 kmh, 640.37 mph, 556.47 kts "
9983,Concorde,,1999-10-23,,III (Jet),"Speed: 1004.67 kmh, 624.27 mph, 542.48 kts "
9984,Concorde,,1999-01-08,,III (Jet),"Speed: 1185.13 kmh, 736.41 mph, 639.92 kts "
9985,Concorde,,1999-01-08,,III (Jet),"Speed: 1747.29 kmh, 1085.72 mph, 943.46 kts "
9986,Concorde,,1999-01-11,,III (Jet),"Speed: 948.74 kmh, 589.52 mph, 512.28 kts "
9987,Concorde,,1999-01-27,,III (Jet),"Speed: 1506.27 kmh, 935.95 mph, 813.32 kts "
9988,Concorde,,1999-01-19,,III (Jet),"Speed: 1707.38 kmh, 1060.92 mph, 921.91 kts "
9989,Concorde,,1993-09-27,,III (Jet),"Speed: 1587.04 kmh, 986.14 mph, 856.93 kts "
9990,Concorde,,1993-01-01,,III (Jet),"Speed: 1757.42 kmh, 1092.01 mph, 948.93 kts "
9991,Concorde,,1999-10-30,,III (Jet),"Speed: 849.83 kmh, 528.06 mph, 458.87 kts "
9992,Concorde,,1999-10-30,,III (Jet),"Speed: 1512.09 kmh, 939.57 mph, 816.46 kts "
9993,Concorde,,1999-01-17,,III (Jet),"Speed: 1202.62 kmh, 747.27 mph, 649.36 kts "
9994,Concorde,,1999-10-24,,III (Jet),"Speed: 1595.75 kmh, 991.55 mph, 861.64 kts "
9995,Concorde,,1999-11-14,,III (Jet),"Speed: 909.16 kmh, 564.93 mph, 490.91 kts "
9996,Concorde,,1999-11-14,,III (Jet),"Speed: 965.43 kmh, 599.89 mph, 521.29 kts "
9997,DC-9-31,DC-9-31,1988-01-05,,III (Jet),"Speed: 1136.48 kmh, 706.18 mph, 613.65 kts "
9998,DC-9-31,DC-9-31,1988-01-05,,III (Jet),"Speed: 1139.86 kmh, 708.28 mph, 615.48 kts "
9999,F4J Phantom,,1987-07-01,,III (Jet),"Speed: 1191.76 kmh, 740.53 mph, 643.5 kts "
10000,F4J Phantom,,1987-07-01,,III (Jet),"Speed: 1191.76 kmh, 740.53 mph, 643.5 kts "
10001,Falcon 10,,1991-04-22,,III (Jet),"Speed: 987.96 kmh, 613.89 mph, 533.46 kts "
10002,Falcon 20,,1966-09-25,,III (Jet),"Speed: 1029.57 kmh, 639.75 mph, 555.92 kts "
10003,Falcon 20,,1966-09-27,,III (Jet),"Speed: 859.48 kmh, 534.06 mph, 464.08 kts "
10004,Falcon 20,,1966-09-25,,III (Jet),"Speed: 886.13 kmh, 550.62 mph, 478.47 kts "
10005,Falcon 20,,1966-09-25,,III (Jet),"Speed: 1001.72 kmh, 622.44 mph, 540.89 kts "
10006,Falcon 20,,1966-09-16,,III (Jet),"Speed: 867.88 kmh, 539.28 mph, 468.62 kts "
10007,Falcon 20,,1991-04-12,,III (Jet),"Speed: 787.59 kmh, 489.39 mph, 425.26 kts "
10008,Falcon 20,,1991-04-28,,III (Jet),"Speed: 871.2 kmh, 541.34 mph, 470.41 kts "
10009,Falcon 200,,2003-02-09,,III (Jet),"Speed: 918.16 kmh, 570.52 mph, 495.77 kts "
10010,Falcon 2000,,2002-11-14,,III (Jet),"Speed: 671.28 kmh, 417.11 mph, 362.46 kts "
10011,Falcon 2000,,2002-11-14,,III (Jet),"Speed: 620 kmh, 385.25 mph, 334.77 kts "
10012,Falcon 2000,,2002-11-13,,III (Jet),"Speed: 668.87 kmh, 415.62 mph, 361.16 kts "
10013,Falcon 2000,,2002-11-11,,III (Jet),"Speed: 780 kmh, 484.67 mph, 421.17 kts "
10014,Falcon 2000,,2002-11-08,,III (Jet),"Speed: 816.43 kmh, 507.31 mph, 440.84 kts "
10015,Falcon 2000,,2002-11-08,,III (Jet),"Speed: 759.02 kmh, 471.63 mph, 409.84 kts "
10016,Falcon 2000,,2002-11-08,,III (Jet),"Speed: 833.08 kmh, 517.65 mph, 449.83 kts "
10017,Falcon 2000,,2003-08-05,,III (Jet),"Speed: 796.17 kmh, 494.72 mph, 429.9 kts "
10018,Falcon 2000,,1994-11-01,,III (Jet),"Speed: 962.74 kmh, 598.22 mph, 519.84 kts "
10019,Falcon 2000,,1994-11-01,,III (Jet),"Speed: 931 kmh, 578.5 mph, 502.7 kts "
10020,Falcon 2000,,2000-10-18,,III (Jet),"Speed: 846.05 kmh, 525.71 mph, 456.83 kts "
10021,Falcon 50,,1979-03-31,,III (Jet),"Speed: 677.08 kmh, 420.72 mph, 365.59 kts "
10022,Falcon 50,,1979-03-31,,III (Jet),"Speed: 692.94 kmh, 430.57 mph, 374.16 kts "
10023,Falcon 50,,1977-10-09,,III (Jet),"Speed: 887.25 kmh, 551.31 mph, 479.08 kts "
10024,Falcon 50,,1980-04-24,,III (Jet),"Speed: 735.9 kmh, 457.27 mph, 397.35 kts "
10025,Falcon 50,,2000-06-04,,III (Jet),"Speed: 736.68 kmh, 457.75 mph, 397.78 kts "
10026,Falcon 50,,2000-05-31,,III (Jet),"Speed: 717.37 kmh, 445.75 mph, 387.35 kts "
10027,Falcon 50,,2000-11-02,,III (Jet),"Speed: 802.41 kmh, 498.59 mph, 433.27 kts "
10028,Falcon 50,,2000-11-05,,III (Jet),"Speed: 825.91 kmh, 513.2 mph, 445.96 kts "
10029,Falcon 50,,2000-11-18,,III (Jet),"Speed: 734.5 kmh, 456.4 mph, 396.6 kts "
10030,Falcon 50,,2000-11-05,,III (Jet),"Speed: 921.37 kmh, 572.51 mph, 497.5 kts "
10031,Falcon 50,,2000-11-11,,III (Jet),"Speed: 692.28 kmh, 430.16 mph, 373.8 kts "
10032,Falcon 50,,2000-11-11,,III (Jet),"Speed: 629.8 kmh, 391.34 mph, 340.06 kts "
10033,Falcon 50,,2000-11-11,,III (Jet),"Speed: 708.41 kmh, 440.19 mph, 382.51 kts "
10034,Falcon 50,,2000-11-11,,III (Jet),"Speed: 748.82 kmh, 465.3 mph, 404.33 kts "
10035,Falcon 50,,1994-03-31,,III (Jet),"Speed: 832.75 kmh, 517.45 mph, 449.65 kts "
10036,Falcon 50,,2000-11-17,,III (Jet),"Speed: 680.09 kmh, 422.59 mph, 367.22 kts "
10037,Falcon 50,,2000-05-05,,III (Jet),"Speed: 781.74 kmh, 485.75 mph, 422.11 kts "
10038,Falcon 50,,2000-03-17,,III (Jet),"Speed: 824.79 kmh, 512.5 mph, 445.35 kts "
10039,Falcon 900,,1987-04-02,,III (Jet),"Speed: 890.68 kmh, 553.44 mph, 480.93 kts "
10040,Falcon 900,,1986-09-05,,III (Jet),"Speed: 817.56 kmh, 508.01 mph, 441.45 kts "
10041,Falcon 900,,1986-10-31,,III (Jet),"Speed: 915.12 kmh, 568.63 mph, 494.13 kts "
10042,Falcon 900,,1986-11-12,,III (Jet),"Speed: 976.68 kmh, 606.88 mph, 527.37 kts "
10043,Falcon 900 ,,1987-09-25,,III (Jet),"Speed: 851.63 kmh, 529.18 mph, 459.84 kts "
10044,Falcon 900B,,1991-07-16,,III (Jet),"Speed: 755.96 kmh, 469.73 mph, 408.19 kts "
10045,Falcon 900B,,1992-06-20,,III (Jet),"Speed: 768.74 kmh, 477.67 mph, 415.09 kts "
10046,Falcon 900EX,,1996-11-22,,III (Jet),"Speed: 925.6 kmh, 575.14 mph, 499.78 kts "
10047,Falcon 900EX,,1997-02-01,,III (Jet),"Speed: 815.35 kmh, 506.64 mph, 440.25 kts "
10048,Falcon 900EX,,1996-11-16,,III (Jet),"Speed: 836.15 kmh, 519.56 mph, 451.48 kts "
10049,Falcon 900EX,,1996-02-04,,III (Jet),"Speed: 844.08 kmh, 524.49 mph, 455.77 kts "
10050,Falcon 900EX,,2000-08-01,,III (Jet),"Speed: 802.29 kmh, 498.52 mph, 433.2 kts "
10051,Falcon 900EX,,1998-01-04,,III (Jet),"Speed: 693.53 kmh, 430.94 mph, 374.48 kts "
10052,Falcon 900EX,,1998-07-12,,III (Jet),"Speed: 730.49 kmh, 453.91 mph, 394.43 kts "
10053,Falcon 900EX,,1998-06-03,,III (Jet),"Speed: 694.31 kmh, 431.42 mph, 374.9 kts "
10054,Falcon 900EX,,1996-02-03,,III (Jet),"Speed: 953.57 kmh, 592.52 mph, 514.89 kts "
10055,Falcon 900EX,,1996-11-03,,III (Jet),"Speed: 791.78 kmh, 491.99 mph, 427.53 kts "
10056,F4K Phantom,,1988-02-24,,III (Jet),"Speed: 1243.87 kmh, 772.9 mph, 671.64 kts "
10057,G550,G50,2003-11-10,,III (Jet),"Speed: 952.43 kmh, 591.81 mph, 514.27 kts "
10058,G550,G50,2003-10-03,,III (Jet),"Speed: 788.95 kmh, 490.23 mph, 426 kts "
10059,G550,G50,2003-12-06,,III (Jet),"Speed: 883.84 kmh, 549.19 mph, 477.24 kts "
10060,G550,G50,2003-09-29,,III (Jet),"Speed: 901.4 kmh, 560.1 mph, 486.72 kts "
10061,G550,G50,2003-10-03,,III (Jet),"Speed: 836.87 kmh, 520.01 mph, 451.87 kts "
10062,G550,G50,2003-10-01,,III (Jet),"Speed: 870.97 kmh, 541.2 mph, 470.29 kts "
10063,G550,G50,2003-12-14,,III (Jet),"Speed: 795.06 kmh, 494.03 mph, 429.3 kts "
10064,G550,G50,2003-12-11,,III (Jet),"Speed: 970.96 kmh, 603.33 mph, 524.28 kts "
10065,II,II,1981-02-16,,III (Jet),"Speed: 881.21 kmh, 547.56 mph, 475.82 kts "
10066,II-SP,,1995-06-09,,III (Jet),"Speed: 870.92 kmh, 541.16 mph, 470.26 kts "
10067,II-SP,,1995-06-09,,III (Jet),"Speed: 943.97 kmh, 586.56 mph, 509.7 kts "
10068,II-SP,,1997-09-22,,III (Jet),"Speed: 993.95 kmh, 617.61 mph, 536.69 kts "
10069,II-SP,,2003-12-15,,III (Jet),"Speed: 1019.22 kmh, 633.31 mph, 550.33 kts "
10070,II-SP,,1995-06-08,,III (Jet),"Speed: 1126.57 kmh, 700.02 mph, 608.3 kts "
10071,II-SP,,2003-12-15,,III (Jet),"Speed: 987.69 kmh, 613.72 mph, 533.31 kts "
10072,II-SP,,2003-12-15,,III (Jet),"Speed: 1054.01 kmh, 654.93 mph, 569.12 kts "
10073,III,III,1980-05-03,,III (Jet),"Speed: 788.02 kmh, 489.65 mph, 425.5 kts "
10074,III,III,1980-05-03,,III (Jet),"Speed: 801.99 kmh, 498.33 mph, 433.04 kts "
10075,III,III,1980-05-03,,III (Jet),"Speed: 803.4 kmh, 499.21 mph, 433.8 kts "
10076,III,III,1981-10-26,,III (Jet),"Speed: 878.4 kmh, 545.81 mph, 474.3 kts "
10077,III,III,1982-01-08,,III (Jet),"Speed: 864 kmh, 536.86 mph, 466.52 kts "
10078,III,III,1980-04-26,,III (Jet),"Speed: 831.54 kmh, 516.7 mph, 449 kts "
10079,III,III,1984-02-14,,III (Jet),"Speed: 887.92 kmh, 551.73 mph, 479.44 kts "
10080,III,III,1984-02-15,,III (Jet),"Speed: 928.66 kmh, 577.04 mph, 501.44 kts "
10081,III,III,1984-02-15,,III (Jet),"Speed: 931.79 kmh, 578.99 mph, 503.13 kts "
10082,III,III,1984-02-15,,III (Jet),"Speed: 942.23 kmh, 585.47 mph, 508.76 kts "
10083,III,III,1984-07-17,,III (Jet),"Speed: 905.4 kmh, 562.59 mph, 488.88 kts "
10084,III,III,1983-11-16,,III (Jet),"Speed: 796.68 kmh, 495.03 mph, 430.17 kts "
10085,III,III,1983-11-18,,III (Jet),"Speed: 939.96 kmh, 584.06 mph, 507.54 kts "
10086,III,III,1983-11-16,,III (Jet),"Speed: 669.53 kmh, 416.03 mph, 361.52 kts "
10087,III,III,1983-11-15,,III (Jet),"Speed: 815.98 kmh, 507.03 mph, 440.59 kts "
10088,III,III,1984-02-15,,III (Jet),"Speed: 950.56 kmh, 590.65 mph, 513.26 kts "
10089,III,III,1981-02-16,,III (Jet),"Speed: 875.99 kmh, 544.31 mph, 473 kts "
10090,III,III,1984-02-14,,III (Jet),"Speed: 678.89 kmh, 421.84 mph, 366.57 kts "
10091,III,III,1984-02-14,,III (Jet),"Speed: 688.85 kmh, 428.03 mph, 371.95 kts "
10092,III,III,1984-02-14,,III (Jet),"Speed: 731.09 kmh, 454.28 mph, 394.76 kts "
10093,III,III,1984-02-14,,III (Jet),"Speed: 733.5 kmh, 455.78 mph, 396.06 kts "
10094,III,III,1983-11-16,,III (Jet),"Speed: 574.92 kmh, 357.24 mph, 310.43 kts "
10095,III,III,1983-11-16,,III (Jet),"Speed: 627.48 kmh, 389.9 mph, 338.81 kts "
10096,III,III,1983-11-15,,III (Jet),"Speed: 696.6 kmh, 432.85 mph, 376.13 kts "
10097,III,III,1983-11-15,,III (Jet),"Speed: 724.68 kmh, 450.3 mph, 391.3 kts "
10098,III,III,1983-11-15,,III (Jet),"Speed: 800.64 kmh, 497.49 mph, 432.31 kts "
10099,III,III,1983-11-16,,III (Jet),"Speed: 668.88 kmh, 415.62 mph, 361.17 kts "
10100,III,III,1983-11-16,,III (Jet),"Speed: 682.27 kmh, 423.94 mph, 368.4 kts "
10101,III,III,1984-02-14,,III (Jet),"Speed: 735.39 kmh, 456.95 mph, 397.08 kts "
10102,III,III,1984-02-14,,III (Jet),"Speed: 766.48 kmh, 476.27 mph, 413.87 kts "
10103,III,III,1984-02-14,,III (Jet),"Speed: 769.05 kmh, 477.87 mph, 415.25 kts "
10104,III,III,1984-02-15,,III (Jet),"Speed: 831.17 kmh, 516.47 mph, 448.8 kts "
10105,III,III,1984-07-02,,III (Jet),"Speed: 888.12 kmh, 551.85 mph, 479.55 kts "
10106,III,III,1983-11-18,,III (Jet),"Speed: 723.24 kmh, 449.4 mph, 390.52 kts "
10107,III,III,1984-02-14,,III (Jet),"Speed: 815.11 kmh, 506.49 mph, 440.12 kts "
10108,III,III,1984-02-14,,III (Jet),"Speed: 844.98 kmh, 525.05 mph, 456.25 kts "
10109,III,III,1984-02-15,,III (Jet),"Speed: 880.24 kmh, 546.96 mph, 475.29 kts "
10110,III,III,1983-11-15,,III (Jet),"Speed: 749.88 kmh, 465.95 mph, 404.9 kts "
10111,III,III,1983-11-16,,III (Jet),"Speed: 851.18 kmh, 528.9 mph, 459.6 kts "
10112,III,III,1983-11-18,,III (Jet),"Speed: 728.28 kmh, 452.53 mph, 393.24 kts "
10113,III,III,1983-11-17,,III (Jet),"Speed: 857.67 kmh, 532.93 mph, 463.1 kts "
10114,III,III,1982-01-22,,III (Jet),"Speed: 912.37 kmh, 566.92 mph, 492.64 kts "
10115,III,III,1983-11-18,,III (Jet),"Speed: 661.18 kmh, 410.84 mph, 357.01 kts "
10116,III,III,1983-11-18,,III (Jet),"Speed: 763.2 kmh, 474.23 mph, 412.1 kts "
10117,III,III,1984-02-15,,III (Jet),"Speed: 996.59 kmh, 619.25 mph, 538.12 kts "
10118,III,III,1984-02-15,,III (Jet),"Speed: 1085.6 kmh, 674.56 mph, 586.18 kts "
10119,III,III,1983-11-18,,III (Jet),"Speed: 658.8 kmh, 409.36 mph, 355.72 kts "
10120,III,III,1983-11-18,,III (Jet),"Speed: 743.04 kmh, 461.7 mph, 401.21 kts "
10121,III,III,1983-02-14,,III (Jet),"Speed: 749.51 kmh, 465.72 mph, 404.7 kts "
10122,III,III,1983-02-14,,III (Jet),"Speed: 795.57 kmh, 494.34 mph, 429.57 kts "
10123,II-SP,,1995-06-18,,III (Jet),"Speed: 699.33 kmh, 434.54 mph, 377.61 kts "
10124,IV,IV,1992-03-05,,III (Jet),"Speed: 764.67 kmh, 475.14 mph, 412.89 kts "
10125,IV,IV,1990-03-12,,III (Jet),"Speed: 867.97 kmh, 539.33 mph, 468.67 kts "
10126,IV,IV,1990-03-12,,III (Jet),"Speed: 872.62 kmh, 542.22 mph, 471.18 kts "
10127,IV,IV,1993-03-03,,III (Jet),"Speed: 933.22 kmh, 579.88 mph, 503.9 kts "
10128,IV,IV,1992-03-05,,III (Jet),"Speed: 880.01 kmh, 546.81 mph, 475.17 kts "
10129,IV,IV,1992-03-05,,III (Jet),"Speed: 895.35 kmh, 556.34 mph, 483.45 kts "
10130,IV,IV,2003-06-23,,III (Jet),"Speed: 841.84 kmh, 523.1 mph, 454.56 kts "
10131,IV,IV,2003-06-19,,III (Jet),"Speed: 796.95 kmh, 495.2 mph, 430.32 kts "
10132,IV,IV,2003-07-08,,III (Jet),"Speed: 743 kmh, 461.68 mph, 401.19 kts "
10133,IV,IV,2003-06-18,,III (Jet),"Speed: 786.71 kmh, 488.84 mph, 424.79 kts "
10134,IV,IV,2003-07-29,,III (Jet),"Speed: 812.2 kmh, 504.68 mph, 438.55 kts "
10135,IV,IV,2003-07-08,,III (Jet),"Speed: 715.3 kmh, 444.47 mph, 386.23 kts "
10136,IV,IV,2003-07-07,,III (Jet),"Speed: 746.09 kmh, 463.6 mph, 402.86 kts "
10137,IV,IV,2003-06-21,,III (Jet),"Speed: 762.79 kmh, 473.98 mph, 411.87 kts "
10138,IV,IV,1992-09-18,,III (Jet),"Speed: 883.36 kmh, 548.89 mph, 476.98 kts "
10139,IV,IV,1992-09-18,,III (Jet),"Speed: 802 kmh, 498.34 mph, 433.05 kts "
10140,IV,IV,1992-09-18,,III (Jet),"Speed: 821.5 kmh, 510.46 mph, 443.57 kts "
10141,IV-SP,IV-P,2001-08-13,,III (Jet),"Speed: 860.64 kmh, 534.78 mph, 464.71 kts "
10142,V,V,2002-03-05,,III (Jet),"Speed: 913.38 kmh, 567.55 mph, 493.19 kts "
10143,V,V,2002-11-07,,III (Jet),"Speed: 1036.19 kmh, 643.86 mph, 559.5 kts "
10144,V,V,2000-07-21,,III (Jet),"Speed: 978.02 kmh, 607.71 mph, 528.09 kts "
10145,V,V,1999-06-10,,III (Jet),"Speed: 781.18 kmh, 485.4 mph, 421.8 kts "
10146,V,V,1997-08-22,,III (Jet),"Speed: 835.5 kmh, 519.16 mph, 451.13 kts "
10147,V,V,1997-11-13,,III (Jet),"Speed: 895.59 kmh, 556.49 mph, 483.58 kts "
10148,V,V,1997-06-12,,III (Jet),"Speed: 919.46 kmh, 571.33 mph, 496.47 kts "
10149,V,V,1997-11-13,,III (Jet),"Speed: 964.52 kmh, 599.32 mph, 520.8 kts "
10150,V,V,2001-07-28,,III (Jet),"Speed: 923.18 kmh, 573.64 mph, 498.48 kts "
10151,V,V,2000-07-03,,III (Jet),"Speed: 861.98 kmh, 535.61 mph, 465.43 kts "
10152,V,V,2000-06-28,,III (Jet),"Speed: 766.13 kmh, 476.05 mph, 413.68 kts "
10153,V,V,2001-02-17,,III (Jet),"Speed: 907.61 kmh, 563.96 mph, 490.07 kts "
10154,V,V,2001-07-02,,III (Jet),"Speed: 964.64 kmh, 599.4 mph, 520.86 kts "
10155,V,V,2001-01-31,,III (Jet),"Speed: 892.62 kmh, 554.65 mph, 481.98 kts "
10156,V,V,2001-03-18,,III (Jet),"Speed: 926.35 kmh, 575.61 mph, 500.19 kts "
10157,V,V,2001-06-28,,III (Jet),"Speed: 820.26 kmh, 509.69 mph, 442.9 kts "
10158,V,V,1999-10-06,,III (Jet),"Speed: 834.56 kmh, 518.57 mph, 450.63 kts "
10159,V,V,1997-04-12,,III (Jet),"Speed: 848.28 kmh, 527.1 mph, 458.03 kts "
10160,V,V,1998-02-21,,III (Jet),"Speed: 740.58 kmh, 460.18 mph, 399.88 kts "
10161,V,V,1997-04-10,,III (Jet),"Speed: 794.63 kmh, 493.76 mph, 429.07 kts "
10162,V,V,1997-11-13,,III (Jet),"Speed: 838.06 kmh, 520.75 mph, 452.52 kts "
10163,V,V,1997-04-08,,III (Jet),"Speed: 940.85 kmh, 584.62 mph, 508.02 kts "
10164,V,V,1997-12-11,,III (Jet),"Speed: 812.77 kmh, 505.03 mph, 438.86 kts "
10165,V,V,2002-11-06,,III (Jet),"Speed: 778.69 kmh, 483.86 mph, 420.46 kts "
10166,V,V,1999-11-13,,III (Jet),"Speed: 853.36 kmh, 530.25 mph, 460.78 kts "
10167,V,V,1998-01-11,,III (Jet),"Speed: 949.79 kmh, 590.17 mph, 512.85 kts "
10168,V,V,1998-01-11,,III (Jet),"Speed: 770.11 kmh, 478.52 mph, 415.83 kts "
10169,V,V,1998-02-20,,III (Jet),"Speed: 825.65 kmh, 513.04 mph, 445.82 kts "
10170,V,V,1997-04-13,,III (Jet),"Speed: 572.06 kmh, 355.46 mph, 308.89 kts "
10171,V,V,1998-11-10,,III (Jet),"Speed: 805.96 kmh, 500.8 mph, 435.18 kts "
10172,V,V,1997-06-22,,III (Jet),"Speed: 818.97 kmh, 508.88 mph, 442.21 kts "
10173,V,V,1999-09-30,,III (Jet),"Speed: 869.32 kmh, 540.17 mph, 469.4 kts "
10174,HS 125,HS 1,1985-11-12,,III (Jet),"Speed: 525.54 kmh, 326.56 mph, 283.77 kts "
10175,HS 125,HS 1,1985-11-12,,III (Jet),"Speed: 651.1 kmh, 404.57 mph, 351.57 kts "
10176,HS 125,HS 1,1985-11-12,,III (Jet),"Speed: 594.16 kmh, 369.19 mph, 320.82 kts "
10177,Jet Commander,,1966-06-07,,III (Jet),"Speed: 749.45 kmh, 465.69 mph, 404.67 kts "
10178,Jet Commander,,1966-06-05,,III (Jet),"Speed: 672.64 kmh, 417.96 mph, 363.2 kts "
10179,Jet Commander,,1966-06-06,,III (Jet),"Speed: 643.89 kmh, 400.09 mph, 347.67 kts "
10180,Jet Commander,,1966-06-06,,III (Jet),"Speed: 424.31 kmh, 263.65 mph, 229.11 kts "
10181,Jet Commander,,1966-06-07,,III (Jet),"Speed: 743.03 kmh, 461.7 mph, 401.2 kts "
10182,Jet Commander,,1966-06-05,,III (Jet),"Speed: 716.02 kmh, 444.91 mph, 386.62 kts "
10183,Jet Commander,,1966-06-06,,III (Jet),"Speed: 451.32 kmh, 280.44 mph, 243.69 kts "
10184,Jet Commander,,1966-06-06,,III (Jet),"Speed: 566.66 kmh, 352.11 mph, 305.97 kts "
10185,Jet Commander,,1966-06-05,,III (Jet),"Speed: 523.98 kmh, 325.59 mph, 282.93 kts "
10186,Jet Commander,,1966-06-04,,III (Jet),"Speed: 745.64 kmh, 463.32 mph, 402.61 kts "
10187,Jet Commander,,1966-06-07,,III (Jet),"Speed: 732.94 kmh, 455.43 mph, 395.76 kts "
10188,Jet Commander,,1966-06-04,,III (Jet),"Speed: 629.3 kmh, 391.03 mph, 339.79 kts "
