RecordID,ReportedModel,ModelVariantName,DateSet,SpeedKph,Sponsor,Description
9682,SR22,SR22,2006-04-06,,I (Internal Combustion),"Speed: 256.6051 kmh, 159.45 mph, 138.56 kts "
9683,G550,G50,2006-12-20,,III (Jet),"Speed: 964.9081 kmh, 599.57 mph, 521.01 kts "
9684,G550,G50,2006-12-20,,III (Jet),"Speed: 964.9081 kmh, 599.57 mph, 521.01 kts "
9685,G550,G50,2006-12-17,,III (Jet),"Speed: 740.1130 kmh, 459.88 mph, 399.63 kts "
9686,G550,G50,2006-12-17,,III (Jet),"Speed: 740.1130 kmh, 459.88 mph, 399.63 kts "
9687,G550,G50,2007-01-30,,III (Jet),"Speed: 834.1601 kmh, 518.32 mph, 450.41 kts "
9688,G550,G50,2007-01-30,,III (Jet),"Speed: 834.1601 kmh, 518.32 mph, 450.41 kts "
9689,23,23,1965-05-21,,III (Jet),"Speed: 682.66 kmh, 424.19 mph, 368.61 kts"
9690,23,23,1965-05-21,,III (Jet),"Speed: 770.03 kmh, 478.47 mph, 415.78 kts"
9691,23,23,1965-05-21,,III (Jet),"Speed: 689.9 kmh, 428.68 mph, 372.52 kts"
9692,24,24,1966-05-26,,III (Jet),"Speed: 753.57 kmh, 468.25 mph, 406.9 kts "
9693,24,24,1966-05-24,,III (Jet),"Speed: 732.36 kmh, 455.07 mph, 395.44 kts "
9694,24,24,1966-05-24,,III (Jet),"Speed: 712.44 kmh, 442.69 mph, 384.69 kts "
9695,24,24,1966-06-25,,III (Jet),"Speed: 680.75 kmh, 423 mph, 367.58 kts "
9696,24,24,1966-05-26,,III (Jet),"Speed: 837 kmh, 520.09 mph, 451.94 kts "
9697,24,24,1966-05-25,,III (Jet),"Speed: 729.82 kmh, 453.49 mph, 394.07 kts "
9698,24,24,1966-05-25,,III (Jet),"Speed: 662.61 kmh, 411.73 mph, 357.78 kts "
9699,24,24,1966-05-24,,III (Jet),"Speed: 722.46 kmh, 448.92 mph, 390.1 kts "
9700,24,24,1966-05-26,,III (Jet),"Speed: 758.49 kmh, 471.3 mph, 409.55 kts "
9701,24,24,1966-05-25,,III (Jet),"Speed: 605.43 kmh, 376.2 mph, 326.91 kts "
9702,24,24,1966-05-24,,III (Jet),"Speed: 737.64 kmh, 458.35 mph, 398.29 kts "
9703,24,24,1966-05-24,,III (Jet),"Speed: 729.75 kmh, 453.45 mph, 394.03 kts "
9704,35,35,1986-12-26,,III (Jet),"Speed: 853.61 kmh, 530.41 mph, 460.91 kts "
9705,35,35,1986-12-26,,III (Jet),"Speed: 856.75 kmh, 532.36 mph, 462.61 kts "
9706,35,35,1986-12-28,,III (Jet),"Speed: 568.82 kmh, 353.45 mph, 307.14 kts "
9707,35,35,1986-12-28,,III (Jet),"Speed: 578.17 kmh, 359.26 mph, 312.19 kts "
9708,35,35,1986-12-28,,III (Jet),"Speed: 583.13 kmh, 362.34 mph, 314.87 kts "
9709,35,35,1986-12-28,,III (Jet),"Speed: 645.95 kmh, 401.37 mph, 348.79 kts "
9710,35,35,1986-12-28,,III (Jet),"Speed: 686.92 kmh, 426.83 mph, 370.91 kts "
9711,36,36,1976-05-18,,III (Jet),"Speed: 698.81 kmh, 434.22 mph, 377.33 kts "
9712,36,36,1976-05-17,,III (Jet),"Speed: 856.61 kmh, 532.27 mph, 462.53 kts "
9713,36,36,1976-05-19,,III (Jet),"Speed: 781.05 kmh, 485.32 mph, 421.73 kts "
9714,36,36,1976-05-19,,III (Jet),"Speed: 723.13 kmh, 449.33 mph, 390.46 kts "
9715,36,36,1976-05-18,,III (Jet),"Speed: 745.27 kmh, 463.09 mph, 402.41 kts "
9716,36,36,1976-05-19,,III (Jet),"Speed: 856.84 kmh, 532.42 mph, 462.66 kts "
9717,36,36,1976-05-18,,III (Jet),"Speed: 728.37 kmh, 452.59 mph, 393.29 kts "
9718,36,36,1976-05-19,,III (Jet),"Speed: 783 kmh, 486.53 mph, 422.79 kts "
9719,45,45,2001-06-14,,III (Jet),"Speed: 835.29 kmh, 519.03 mph, 451.02 kts "
9720,45,45,2001-06-14,,III (Jet),"Speed: 692.91 kmh, 430.55 mph, 374.14 kts "
9721,45,45,2001-06-14,,III (Jet),"Speed: 765.7 kmh, 475.78 mph, 413.44 kts "
9722,45,45,1999-06-06,,III (Jet),"Speed: 754.39 kmh, 468.76 mph, 407.34 kts "
9723,45,45,1999-06-05,,III (Jet),"Speed: 740.63 kmh, 460.21 mph, 399.91 kts "
9724,45,45,1999-06-06,,III (Jet),"Speed: 754.39 kmh, 468.76 mph, 407.34 kts "
9725,45,45,1999-06-05,,III (Jet),"Speed: 793.08 kmh, 492.8 mph, 428.23 kts "
9726,45,45,1998-11-23,,III (Jet),"Speed: 849.91 kmh, 528.11 mph, 458.91 kts "
9727,55,55,1992-12-07,,III (Jet),"Speed: 886.02 kmh, 550.55 mph, 478.41 kts "
9728,55,55,1992-12-01,,III (Jet),"Speed: 979.38 kmh, 608.56 mph, 528.82 kts "
9729,60,60,1995-06-07,,III (Jet),"Speed: 774.67 kmh, 481.36 mph, 418.29 kts "
9730,60,60,1995-06-07,,III (Jet),"Speed: 770.59 kmh, 478.82 mph, 416.09 kts "
9731,60,60,1997-06-12,,III (Jet),"Speed: 782.48 kmh, 486.21 mph, 422.51 kts "
9732,60,60,1997-06-12,,III (Jet),"Speed: 852.11 kmh, 529.48 mph, 460.1 kts "
9733,60,60,2001-06-14,,III (Jet),"Speed: 861.77 kmh, 535.48 mph, 465.32 kts "
9734,60,60,2001-06-14,,III (Jet),"Speed: 814.28 kmh, 505.97 mph, 439.68 kts "
9735,60,60,1995-07-22,,III (Jet),"Speed: 669.17 kmh, 415.8 mph, 361.32 kts "
9736,Sabreliner 65,,1980-02-22,,III (Jet),"Speed: 832.42 kmh, 517.24 mph, 449.47 kts "
9737,Sabreliner 65,,1980-02-22,,III (Jet),"Speed: 849.43 kmh, 527.81 mph, 458.66 kts "
9738,Sabreliner 65,,1980-02-22,,III (Jet),"Speed: 747.36 kmh, 464.39 mph, 403.54 kts "
9739,Sabreliner 65,,1980-02-22,,III (Jet),"Speed: 748.17 kmh, 464.89 mph, 403.98 kts "
9740,Sabreliner 65,,1980-02-22,,III (Jet),"Speed: 860.99 kmh, 534.99 mph, 464.9 kts "
9741,Sabreliner 65,,1980-02-21,,III (Jet),"Speed: 876.79 kmh, 544.81 mph, 473.43 kts "
9742,Sabreliner 65,,1980-02-22,,III (Jet),"Speed: 689.19 kmh, 428.24 mph, 372.13 kts "
9743,65,65,1983-05-24,,III (Jet),"Speed: 725.96 kmh, 451.09 mph, 391.99 kts "
9744,65,65,1983-05-26,,III (Jet),"Speed: 78.28 kmh, 48.64 mph, 42.27 kts "
9745,65,65,1983-05-25,,III (Jet),"Speed: 87.94 kmh, 54.64 mph, 47.48 kts "
9746,An-124,A-12,1990-12-04,,III (Jet),"Speed: 676.88 kmh, 420.59 mph, 365.49 kts "
9747,550 Citation II,,1991-05-12,,III (Jet),"Speed: 575.41 kmh, 357.54 mph, 310.7 kts "
9748,550 Citation II,,1991-05-12,,III (Jet),"Speed: 552.29 kmh, 343.18 mph, 298.21 kts "
9749,550 Citation II,,1991-05-11,,III (Jet),"Speed: 454.14 kmh, 282.19 mph, 245.22 kts "
9750,550 Citation II,,1991-05-10,,III (Jet),"Speed: 568.33 kmh, 353.14 mph, 306.87 kts "
9751,550 Citation II,,1991-05-13,,III (Jet),"Speed: 598.03 kmh, 371.6 mph, 322.91 kts "
9752,550 Citation II,,1991-05-11,,III (Jet),"Speed: 523.12 kmh, 325.05 mph, 282.46 kts "
9753,550 Citation II,,1994-05-07,,III (Jet),"Speed: 595.08 kmh, 369.77 mph, 321.32 kts "
9754,550 Citation II,,1991-05-13,,III (Jet),"Speed: 670.95 kmh, 416.91 mph, 362.28 kts "
9755,550 Citation II,,1991-05-12,,III (Jet),"Speed: 546.88 kmh, 339.82 mph, 295.29 kts "
9756,550 Citation II,,1991-05-10,,III (Jet),"Speed: 563.8 kmh, 350.33 mph, 304.43 kts "
9757,550 Citation II,,1991-05-10,,III (Jet),"Speed: 577.11 kmh, 358.6 mph, 311.61 kts "
9758,550 Citation II,,1991-05-10,,III (Jet),"Speed: 576.45 kmh, 358.19 mph, 311.26 kts "
9759,550 Citation II,,1991-05-11,,III (Jet),"Speed: 513.93 kmh, 319.34 mph, 277.5 kts "
9760,550 Citation II,,1991-05-12,,III (Jet),"Speed: 595.76 kmh, 370.19 mph, 321.68 kts "
9761,550 Citation II,,1991-05-12,,III (Jet),"Speed: 585.88 kmh, 364.05 mph, 316.35 kts "
9762,550 Citation II,,1991-05-12,,III (Jet),"Speed: 574.85 kmh, 357.2 mph, 310.39 kts "
9763,550 Citation II,,1991-05-10,,III (Jet),"Speed: 589.8 kmh, 366.48 mph, 318.47 kts "
9764,550 Citation II,,1991-05-11,,III (Jet),"Speed: 560.68 kmh, 348.39 mph, 302.74 kts "
9765,550 Citation II,,1991-05-12,,III (Jet),"Speed: 596.95 kmh, 370.93 mph, 322.33 kts "
9766,750,750,1997-05-05,,III (Jet),"Speed: 1033.22 kmh, 642.01 mph, 557.89 kts "
9767,1000,1000,1992-03-30,,III (Jet),"Speed: 781.75 kmh, 485.76 mph, 422.11 kts "
9768,1000,1000,1992-10-13,,III (Jet),"Speed: 675.33 kmh, 419.63 mph, 364.65 kts "
9769,1000,1000,1992-02-17,,III (Jet),"Speed: 750.14 kmh, 466.12 mph, 405.04 kts "
9770,1000,1000,1992-03-30,,III (Jet),"Speed: 678.65 kmh, 421.69 mph, 366.44 kts "
9771,1000,1000,1992-10-16,,III (Jet),"Speed: 772.01 kmh, 479.7 mph, 416.85 kts "
9772,1000,1000,1992-02-16,,III (Jet),"Speed: 784.97 kmh, 487.76 mph, 423.85 kts "
9773,1000,1000,1992-10-13,,III (Jet),"Speed: 682.28 kmh, 423.95 mph, 368.4 kts "
9774,1125 Astra SPX,,2001-09-01,,III (Jet),"Speed: 765.84 kmh, 475.87 mph, 413.52 kts "
9775,1125 Astra SPX,,2001-08-31,,III (Jet),"Speed: 832.12 kmh, 517.06 mph, 449.31 kts "
9776,1125 Astra SPX,,2001-09-02,,III (Jet),"Speed: 794.16 kmh, 493.47 mph, 428.81 kts "
9777,1125 Astra SPX,,2001-08-31,,III (Jet),"Speed: 835.74 kmh, 519.3 mph, 451.26 kts "
9778,1125 Astra SPX,,2001-09-03,,III (Jet),"Speed: 878.26 kmh, 545.73 mph, 474.22 kts "
9779,1125 Astra SPX,,2001-08-31,,III (Jet),"Speed: 806.99 kmh, 501.44 mph, 435.74 kts "
9780,1125 Astra SPX,,2001-09-01,,III (Jet),"Speed: 757.15 kmh, 470.47 mph, 408.83 kts "
9781,1126 Galaxy,,2002-02-17,,III (Jet),"Speed: 767.95 kmh, 477.18 mph, 414.66 kts "
9782,1126 Galaxy,,2002-02-16,,III (Jet),"Speed: 774.04 kmh, 480.97 mph, 417.95 kts "
9783,1126 Galaxy,,2002-03-31,,III (Jet),"Speed: 870.65 kmh, 541 mph, 470.11 kts "
9784,1126 Galaxy,,2002-03-06,,III (Jet),"Speed: 898.79 kmh, 558.48 mph, 485.31 kts "
9785,1126 Galaxy,,2002-02-24,,III (Jet),"Speed: 605.37 kmh, 376.16 mph, 326.87 kts "
9786,1126 Galaxy,,2002-02-20,,III (Jet),"Speed: 591.05 kmh, 367.26 mph, 319.14 kts "
9787,1126 Galaxy,,2002-03-31,,III (Jet),"Speed: 829.78 kmh, 515.6 mph, 448.05 kts "
9788,125-800A ,HS 125-800A,1988-02-22,,III (Jet),"Speed: 788.04 kmh, 489.67 mph, 425.51 kts "
9789,125-800A ,HS 125-800A,1988-02-21,,III (Jet),"Speed: 484.56 kmh, 301.09 mph, 261.64 kts "
9790,125-800A ,HS 125-800A,1988-02-21,,III (Jet),"Speed: 857.16 kmh, 532.61 mph, 462.83 kts "
9791,125-800A ,HS 125-800A,1988-02-21,,III (Jet),"Speed: 767.6 kmh, 476.96 mph, 414.47 kts "
9792,125-800A ,HS 125-800A,1988-02-21,,III (Jet),"Speed: 782.64 kmh, 486.31 mph, 422.59 kts "
9793,125-800A ,HS 125-800A,1988-02-22,,III (Jet),"Speed: 898.56 kmh, 558.34 mph, 485.18 kts "
9794,125-800A ,HS 125-800A,1988-02-20,,III (Jet),"Speed: 804.6 kmh, 499.96 mph, 434.45 kts "
9795,125-800A ,HS 125-800A,1988-02-22,,III (Jet),"Speed: 835.56 kmh, 519.19 mph, 451.17 kts "
9796,1-A,1-A,1996-07-03,,III (Jet),"Speed: 712.9 kmh, 442.98 mph, 384.94 kts "
9797,24A,24A,1971-11-04,,III (Jet),"Speed: 913.88 kmh, 567.86 mph, 493.46 kts "
9798,24A,24A,1971-11-04,,III (Jet),"Speed: 937.84 kmh, 582.75 mph, 506.39 kts "
9799,24A,24A,1971-11-04,,III (Jet),"Speed: 1007.86 kmh, 626.26 mph, 544.2 kts "
9800,25C   ,25C,1970-08-30,,III (Jet),"Speed: 698.07 kmh, 433.76 mph, 376.93 kts "
9801,25C   ,25C,1970-08-30,,III (Jet),"Speed: 782.59 kmh, 486.28 mph, 422.56 kts "
9802,25C   ,25C,1970-08-30,,III (Jet),"Speed: 722.09 kmh, 448.69 mph, 389.9 kts "
9803,31A,31A,2001-06-14,,III (Jet),"Speed: 824.16 kmh, 512.11 mph, 445.01 kts "
9804,31A,31A,1997-07-31,,III (Jet),"Speed: 755.99 kmh, 469.75 mph, 408.2 kts "
9805,31A,31A,1994-08-25,,III (Jet),"Speed: 812.33 kmh, 504.76 mph, 438.62 kts "
9806,35A,35A,1996-02-12,,III (Jet),"Speed: 869.73 kmh, 540.43 mph, 469.62 kts "
9807,35A,35A,1996-02-12,,III (Jet),"Speed: 895.92 kmh, 556.7 mph, 483.76 kts "
9808,35A,35A,1996-02-14,,III (Jet),"Speed: 854.75 kmh, 531.12 mph, 461.53 kts "
9809,35A,35A,1992-03-24,,III (Jet),"Speed: 948.31 kmh, 589.25 mph, 512.05 kts "
9810,35A,35A,1996-02-14,,III (Jet),"Speed: 754.1 kmh, 468.58 mph, 407.18 kts "
9811,35A,35A,1996-02-13,,III (Jet),"Speed: 794.34 kmh, 493.58 mph, 428.91 kts "
9812,35A,35A,1996-02-13,,III (Jet),"Speed: 865.52 kmh, 537.81 mph, 467.34 kts "
9813,35A,35A,1996-02-13,,III (Jet),"Speed: 820.84 kmh, 510.05 mph, 443.22 kts "
9814,35A,35A,1996-02-13,,III (Jet),"Speed: 769.56 kmh, 478.18 mph, 415.53 kts "
9815,35A,35A,1996-02-14,,III (Jet),"Speed: 814.43 kmh, 506.06 mph, 439.76 kts "
9816,35A,35A,1983-02-17,,III (Jet),"Speed: 728.47 kmh, 452.65 mph, 393.34 kts "
9817,35A,35A,1983-02-16,,III (Jet),"Speed: 814.44 kmh, 506.07 mph, 439.76 kts "
9818,35A,35A,1984-02-13,,III (Jet),"Speed: 762.84 kmh, 474.01 mph, 411.9 kts "
9819,35A,35A,1984-02-12,,III (Jet),"Speed: 854.07 kmh, 530.69 mph, 461.16 kts "
9820,35A,35A,1984-02-14,,III (Jet),"Speed: 626.76 kmh, 389.45 mph, 338.42 kts "
9821,35A,35A,1984-02-14,,III (Jet),"Speed: 631.46 kmh, 392.37 mph, 340.96 kts "
9822,35A,35A,1997-07-31,,III (Jet),"Speed: 719.7 kmh, 447.2 mph, 388.61 kts "
9823,35A,35A,1984-01-16,,III (Jet),"Speed: 948.68 kmh, 589.48 mph, 512.25 kts "
9824,35A,35A,1984-02-14,,III (Jet),"Speed: 855.72 kmh, 531.72 mph, 462.05 kts "
9825,35A,35A,1983-05-27,,III (Jet),"Speed: 693.62 kmh, 431 mph, 374.52 kts "
9826,35A,35A,1983-02-26,,III (Jet),"Speed: 883.16 kmh, 548.77 mph, 476.87 kts "
9827,35A,35A,1983-03-24,,III (Jet),"Speed: 1034.28 kmh, 642.67 mph, 558.47 kts "
9828,35A,35A,1984-02-13,,III (Jet),"Speed: 860.93 kmh, 534.96 mph, 464.87 kts "
9829,35A,35A,1984-02-13,,III (Jet),"Speed: 830.52 kmh, 516.06 mph, 448.44 kts "
9830,35A,35A,1984-02-14,,III (Jet),"Speed: 717.12 kmh, 445.6 mph, 387.21 kts "
9831,35A,35A,1984-02-13,,III (Jet),"Speed: 791.02 kmh, 491.52 mph, 427.12 kts "
9832,35A,35A,1984-02-13,,III (Jet),"Speed: 745.92 kmh, 463.49 mph, 402.76 kts "
9833,35A,35A,1983-02-18,,III (Jet),"Speed: 988.89 kmh, 614.47 mph, 533.96 kts "
9834,35A,35A,1983-02-17,,III (Jet),"Speed: 750.7 kmh, 466.46 mph, 405.35 kts "
9835,35A,35A,1983-02-17,,III (Jet),"Speed: 775.73 kmh, 482.02 mph, 418.86 kts "
9836,390 Premier 1,,2003-02-14,,III (Jet),"Speed: 699.18 kmh, 434.45 mph, 377.53 kts "
9837,390 Premier 1,,2003-07-28,,III (Jet),"Speed: 861.18 kmh, 535.11 mph, 465 kts "
9838,390 Premier 1,,2002-12-03,,III (Jet),"Speed: 894.26 kmh, 555.67 mph, 482.86 kts "
9839,390 Premier 1,,2002-12-03,,III (Jet),"Speed: 1029.09 kmh, 639.45 mph, 555.66 kts "
9840,500 Citation,,1994-12-31,,III (Jet),"Speed: 582.44 kmh, 361.91 mph, 314.49 kts "
9841,500 Citation,,1991-02-18,,III (Jet),"Speed: 812.86 kmh, 505.09 mph, 438.91 kts "
9842,501 Citation I/SP,,1991-11-18,,III (Jet),"Speed: 696.2 kmh, 432.6 mph, 375.92 kts "
9843,501 Citation I/SP,,1991-11-18,,III (Jet),"Speed: 696.2 kmh, 432.6 mph, 375.92 kts "
9844,525 Citation,,1994-05-07,,III (Jet),"Speed: 397.6 kmh, 247.06 mph, 214.69 kts "
9845,525 Citation,,1994-05-05,,III (Jet),"Speed: 567.96 kmh, 352.91 mph, 306.67 kts "
9846,525 Citation,,1994-05-16,,III (Jet),"Speed: 603.06 kmh, 374.72 mph, 325.63 kts "
9847,525 Citation,,1994-05-19,,III (Jet),"Speed: 534.13 kmh, 331.89 mph, 288.41 kts "
9848,525 Citation,,1994-05-02,,III (Jet),"Speed: 511.5 kmh, 317.83 mph, 276.19 kts "
9849,525 Citation,,1994-05-06,,III (Jet),"Speed: 567.11 kmh, 352.39 mph, 306.21 kts "
9850,55LR,,1983-05-26,,III (Jet),"Speed: 721.82 kmh, 448.52 mph, 389.75 kts "
9851,55LR,,1983-05-26,,III (Jet),"Speed: 795.23 kmh, 494.13 mph, 429.39 kts "
9852,55LR,,1983-06-06,,III (Jet),"Speed: 623.88 kmh, 387.66 mph, 336.87 kts "
9853,55LR,,1983-06-06,,III (Jet),"Speed: 676.44 kmh, 420.32 mph, 365.25 kts "
9854,55LR,,1983-05-26,,III (Jet),"Speed: 772.07 kmh, 479.74 mph, 416.88 kts "
9855,55LR,,1983-06-06,,III (Jet),"Speed: 671.04 kmh, 416.96 mph, 362.33 kts "
9856,560 Citation Excel,,2001-12-07,,III (Jet),"Speed: 531.06 kmh, 329.99 mph, 286.75 kts "
9857,737-300,737-300,1986-03-22,,III (Jet),"Speed: 871.25 kmh, 541.37 mph, 470.44 kts "
9858,737-400,737-400,1992-04-30,,III (Jet),"Speed: 731.5 kmh, 454.53 mph, 394.98 kts "
9859,737-400,737-400,1992-05-01,,III (Jet),"Speed: 771.53 kmh, 479.41 mph, 416.59 kts "
9860,737-400,737-400,1999-03-19,,III (Jet),"Speed: 679.43 kmh, 422.18 mph, 366.86 kts "
9861,737-400,737-400,1992-05-01,,III (Jet),"Speed: 732.38 kmh, 455.08 mph, 395.45 kts "
9862,737-400,737-400,1992-07-24,,III (Jet),"Speed: 677.08 kmh, 420.72 mph, 365.59 kts "
9863,737-400,737-400,1992-07-21,,III (Jet),"Speed: 686.35 kmh, 426.48 mph, 370.6 kts "
9864,737-400,737-400,1992-04-24,,III (Jet),"Speed: 638.8 kmh, 396.93 mph, 344.92 kts "
9865,747-400,747-400,1989-08-17,,III (Jet),"Speed: 845.58 kmh, 525.42 mph, 456.58 kts "
9866,747-400,747-400,1998-07-05,,III (Jet),"Speed: 830.96 kmh, 516.33 mph, 448.68 kts "
9867,750 Citation X,,1995-06-15,,III (Jet),"Speed: 838.65 kmh, 521.11 mph, 452.83 kts "
9868,750 Citation X,,1995-05-11,,III (Jet),"Speed: 819.39 kmh, 509.15 mph, 442.44 kts "
9869,750 Citation X,,1995-05-11,,III (Jet),"Speed: 958.22 kmh, 595.41 mph, 517.4 kts "
9870,750 Citation X,,1995-06-06,,III (Jet),"Speed: 944.41 kmh, 586.83 mph, 509.94 kts "
9871,750 Citation X,,2000-02-16,,III (Jet),"Speed: 988.02 kmh, 613.93 mph, 533.49 kts "
9872,750 Citation X,,2000-09-17,,III (Jet),"Speed: 952.67 kmh, 591.96 mph, 514.4 kts "
9873,750 Citation X,,2000-09-17,,III (Jet),"Speed: 864.81 kmh, 537.37 mph, 466.96 kts "
9874,750 Citation X,,2003-02-05,,III (Jet),"Speed: 1169.71 kmh, 726.82 mph, 631.59 kts "
9875,750 Citation X,,2003-02-05,,III (Jet),"Speed: 1180.28 kmh, 733.39 mph, 637.3 kts "
9876,750 Citation X,,2003-10-08,,III (Jet),"Speed: 1037.43 kmh, 644.63 mph, 560.17 kts "
9877,750 Citation X,,2003-10-08,,III (Jet),"Speed: 1045.97 kmh, 649.94 mph, 564.78 kts "
9878,750 Citation X,,2000-02-16,,III (Jet),"Speed: 988.74 kmh, 614.37 mph, 533.88 kts "
9879,750 Citation X,,2001-07-28,,III (Jet),"Speed: 1134.69 kmh, 705.06 mph, 612.68 kts "
9880,750 Citation X,,2001-07-30,,III (Jet),"Speed: 1194.17 kmh, 742.02 mph, 644.8 kts "
9881,750 Citation X,,2003-02-05,,III (Jet),"Speed: 1169.71 kmh, 726.82 mph, 631.59 kts "
9882,750 Citation X,,2000-02-16,,III (Jet),"Speed: 1027.55 kmh, 638.49 mph, 554.83 kts "
9883,750 Citation X,,1999-02-13,,III (Jet),"Speed: 792.36 kmh, 492.35 mph, 427.84 kts "
9884,750 Citation X,,1999-02-12,,III (Jet),"Speed: 1001.62 kmh, 622.38 mph, 540.83 kts "
9885,750 Citation X,,1999-02-13,,III (Jet),"Speed: 897.38 kmh, 557.61 mph, 484.55 kts "
9886,750 Citation X,,1995-06-15,,III (Jet),"Speed: 914.07 kmh, 567.98 mph, 493.56 kts "
9887,75A,175A,1975-05-25,,III (Jet),"Speed: 632.74 kmh, 393.17 mph, 341.65 kts "
9888,75A,175A,1975-05-25,,III (Jet),"Speed: 760.06 kmh, 472.28 mph, 410.4 kts "
9889,75A,175A,1975-05-25,,III (Jet),"Speed: 611.95 kmh, 380.25 mph, 330.43 kts "
9890,75A,175A,1975-05-25,,III (Jet),"Speed: 652.17 kmh, 405.24 mph, 352.14 kts "
9891,75A,175A,1975-05-25,,III (Jet),"Speed: 764.37 kmh, 474.96 mph, 412.73 kts "
9892,767-200ER,767-200ER,1998-10-01,,III (Jet),"Speed: 919.91 kmh, 571.61 mph, 496.71 kts "
9893,767-200ER,767-200ER,1998-09-24,,III (Jet),"Speed: 925.49 kmh, 575.07 mph, 499.72 kts "
9894,767-300,767-300,1996-05-01,,III (Jet),"Speed: 870.94 kmh, 541.18 mph, 470.27 kts "
9895,767-300ER,767-300ER,1997-10-28,,III (Jet),"Speed: 803.28 kmh, 499.14 mph, 433.74 kts "
9896,777-200,777-200,1996-03-01,,III (Jet),"Speed: 946.41 kmh, 588.07 mph, 511.02 kts "
9897,A330-200,A330-200,2002-12-25,,III (Jet),"Speed: 864.56 kmh, 537.21 mph, 466.83 kts "
9898,A330-200,A330-200,1998-03-21,,III (Jet),"Speed: 787.62 kmh, 489.4 mph, 425.28 kts "
9899,A340-211,A340-211,1993-06-18,,III (Jet),"Speed: 851.29 kmh, 528.97 mph, 459.66 kts "
9900,A340-211,A340-211,1993-06-18,,III (Jet),"Speed: 861.56 kmh, 535.35 mph, 465.21 kts "
9901,A340-313,A340-313,1996-06-21,,III (Jet),"Speed: 808.5 kmh, 502.38 mph, 436.56 kts "
9902,Astra,,1987-06-29,,III (Jet),"Speed: 645.03 kmh, 400.8 mph, 348.29 kts "
9903,Astra,,1987-07-09,,III (Jet),"Speed: 741.52 kmh, 460.76 mph, 400.39 kts "
9904,1125 Astra,,1987-04-09,,III (Jet),"Speed: 821.88 kmh, 510.69 mph, 443.78 kts "
9905,1125 Astra,,1987-05-12,,III (Jet),"Speed: 795.6 kmh, 494.36 mph, 429.59 kts "
9906,1125 Astra,,1987-09-19,,III (Jet),"Speed: 712.44 kmh, 442.69 mph, 384.69 kts "
9907,1125 Astra,,1989-08-09,,III (Jet),"Speed: 655.2 kmh, 407.12 mph, 353.78 kts "
9908,1125 Astra,,1989-08-27,,III (Jet),"Speed: 880.2 kmh, 546.93 mph, 475.27 kts "
9909,1125 Astra,,1989-08-02,,III (Jet),"Speed: 715.32 kmh, 444.48 mph, 386.24 kts "
9910,1125 Astra,,1989-08-28,,III (Jet),"Speed: 805.68 kmh, 500.63 mph, 435.03 kts "
9911,1125 Astra,,1989-08-16,,III (Jet),"Speed: 707.04 kmh, 439.33 mph, 381.77 kts "
9912,1125 Astra,,1989-08-02,,III (Jet),"Speed: 665.28 kmh, 413.39 mph, 359.22 kts "
9913,1125 Astra,,1989-08-27,,III (Jet),"Speed: 774.72 kmh, 481.39 mph, 418.32 kts "
9914,1125 Astra,,1989-08-19,,III (Jet),"Speed: 920.16 kmh, 571.76 mph, 496.85 kts "
9915,1125 Astra,,1989-08-01,,III (Jet),"Speed: 702 kmh, 436.2 mph, 379.05 kts "
9916,1125 Astra,,1989-07-31,,III (Jet),"Speed: 678.6 kmh, 421.66 mph, 366.41 kts "
9917,1125 Astra,,1988-05-26,,III (Jet),"Speed: 640.14 kmh, 397.76 mph, 345.65 kts "
9918,1125 Astra,,1988-06-04,,III (Jet),"Speed: 676.61 kmh, 420.43 mph, 365.34 kts "
9919,1125 Astra,,1988-06-04,,III (Jet),"Speed: 754 kmh, 468.51 mph, 407.13 kts "
9920,1125 Astra,,1988-09-04,,III (Jet),"Speed: 816.84 kmh, 507.56 mph, 441.06 kts "
9921,1125 Astra,,1988-06-04,,III (Jet),"Speed: 829 kmh, 515.12 mph, 447.62 kts "
9922,Astra AJ25,,1995-04-20,,III (Jet),"Speed: 769.5 kmh, 478.15 mph, 415.5 kts "
9923,Astra AJ25,,1995-04-17,,III (Jet),"Speed: 616.66 kmh, 383.17 mph, 332.97 kts "
9924,B-1B,BJ-1B,1994-04-07,,III (Jet),"Speed: 1010.46 kmh, 627.87 mph, 545.6 kts "
9925,B-1B,BJ-1B,1994-04-07,,III (Jet),"Speed: 920.72 kmh, 572.11 mph, 497.15 kts "
9926,B-1B,BJ-1B,1994-04-08,,III (Jet),"Speed: 948.32 kmh, 589.26 mph, 512.05 kts "
9927,B-1B,BJ-1B,1994-04-07,,III (Jet),"Speed: 976.48 kmh, 606.76 mph, 527.26 kts "
9928,BD-700 Global Express,,1999-05-07,,III (Jet),"Speed: 794.83 kmh, 493.88 mph, 429.17 kts "
9929,BD-700 Global Express,,1999-05-02,,III (Jet),"Speed: 938.72 kmh, 583.29 mph, 506.87 kts "
9930,BD-700 Global Express,,1997-09-22,,III (Jet),"Speed: 857.62 kmh, 532.9 mph, 463.08 kts "
9931,BD-700 Global Express,,2001-06-14,,III (Jet),"Speed: 958.3 kmh, 595.46 mph, 517.44 kts "
9932,BD-700 Global Express,,1999-05-13,,III (Jet),"Speed: 826.69 kmh, 513.68 mph, 446.38 kts "
9933,BD-700 Global Express,,2000-05-06,,III (Jet),"Speed: 916.8 kmh, 569.67 mph, 495.03 kts "
